Rebecca ·,Traveled July 2024,5.0 star rating,"Amazing experience of the real Bali, combining learning about the culture, being in Nature, spending time with the locals and relaxing by the pool!",Review submitted 10 Aug 2024
Alison ·,Traveled July 2024,5.0 star rating,"This was my first Intrepid trip and I was travelling solo but was far from alone! Any nerves I had going in were soon dispersed by the lovely group dynamic which was fun, kind, and inclusive. Our tour leader, Srix, was an absolute star and I know we will all think of her fondly when we reflect on our wonderful time in Bali under her care! Don't hesitate - book this trip.",Review submitted 14 Aug 2024
Jo ·,Traveled July 2024,5.0 star rating,"An excellent trip to give you a flavour of the real Bali, it's people and religion. Packed full of activities for your physical and mental wellbeing. Our fabulous tour leader, Srix made the trip with her friendliness, great organisation, passion and enthusiasm.",Review submitted 06 Aug 2024
Robin ·,Traveled July 2024,5.0 star rating,"Loved this trip and our engaging guide, Guna. So much more top Bali than meets the eyes, thank you!",Review submitted 03 Aug 2024
Gillian ·,Traveled July 2024,5.0 star rating,"If you are keen for an insight into Balinese culture/religion/everyday life, great food, a variety of (slightly energetic) activities, in a friendly, tropical destination - do this trip! A perfect way to escape Aussie winter for a week and de-frost in the sunshine too.",Review submitted 03 Aug 2024
Peta ·,Traveled July 2024,5.0 star rating,"This trip is jam-packed with interesting experiences. Highlights were the mountain climb and the sea turtle we saw while snorkelling. I met interesting people: both locals and fellow group members. Our guide Guna was professional, had a genuine caring nature and great sense of humour. I always felt safe on this trip and felt my curiosity and self esteem growing by the day. And the food was wonderful.",Review submitted 03 Aug 2024
Amy ·,Traveled July 2024,5.0 star rating,Beautiful Bali has the perfect combination of activity time/ variety and moving around to see different parts of Bali. Traveling with Intrepid opens up opportunities to get off the main tourist trail at times while still experiencing what has made Bali so popular. The people in Bali are all amazing and friendly!,Review submitted 06 Aug 2024
Robin ·,Traveled July 2024,5.0 star rating,"Loved this trip and our engaging guide, Guna. So much more top Bali than meets the eyes, thank you!",Review submitted 03 Aug 2024
Bruce ·,Traveled July 2024,5.0 star rating,"Beautiful Bali is an exceptional cultural experience. It mixes modern busy Bali {Ubud) with authentic village experiences. The snorkelling at the National Park at Menjangan in the North West is wonderful, great coral and amazing fishlife. Our tour leader, Putra was all you could wish for and more. He helped all of us in our group have a totally memorable experience.",Review submitted 02 Aug 2024
Susan ·,Traveled July 2024,5.0 star rating,"Highly recommend this trip to get an insight into the culture of Bali. It's well planned and has a good amount of interaction with local people. The accommodation, travel and food provided is excellent. Our guide, Putra, was excellent in helping us to understand more about the Balinese culture, its history and its people. The whole trip is well run, very professional.",Review submitted 01 Aug 2024
Kam ·,Traveled July 2024,5.0 star rating,An amazing opportunity to explore the real Bali. A well rounded trip with a very full itinerary! Would highly recommend booking this trip.,Review submitted 28 Jul 2024
Edward ·,Traveled July 2024,5.0 star rating,"A fun and fully emersive deep dive into the intriguing and vibrant culture, food, religion and diverse landscapes of this beautiful Island. Our approachable and knowledgeable guide really brought this trip to life. Everyday is a treat. Delivered beyond expectation.",Review submitted 26 Jul 2024
Kristina ·,Traveled July 2024,5.0 star rating,"The Beautiful Bali trip was amazing. The itinerary was packed with fun and interesting activities, with a lot of interaction with local Balinese people. I learned a lot about the local culture, customs, and religion. I even learned a few Indonesian words! I recommend this trip 100%.",Review submitted 26 Jul 2024
Michelle ·,Traveled July 2024,5.0 star rating,The trip was very exciting. I met great new people and got a wonderful insight into beautiful Bali.,Review submitted 08 Sep 2024
Deanna ·,Traveled July 2024,5.0 star rating,"Fantastic experience. So much more to this beautiful island than I ever expected. The people are friendly. Our guide was so genuine, light hearted and good natured. Absolutely loved it!",Review submitted 28 Jul 2024
Scott ·,Traveled July 2024,5.0 star rating,Wonderful experience! A great opportunity to explore all of Bali and meet some amazing people. I highly recommend the trip.,Review submitted 25 Jul 2024
Marco ·,Traveled July 2024,5.0 star rating,Incredible experience with the family and group of all types and ages. Great way to be guided and educated on Bali. Great tour guide and best driver on Bali.,Review submitted 25 Jul 2024
Scott ·,Traveled July 2024,5.0 star rating,What a great trip and adventure. I loved the variety of places to visit while in Bali. Very professional staff always looking for ways to improve my experience.,Review submitted 29 Jul 2024
Alice ·,Traveled July 2024,5.0 star rating,"This was my first trip with Intrepid and it did not disappoint. We had an amazing trip leader Guna, he made sure we all felt safe and happy throughout the trip, he has a wealth of knowledge and experience, and we were able go to him with any questions or queries. This trip was an amazing experience and I look forward to many more.",Review submitted 25 Jul 2024
Yudy ·,Traveled July 2024,5.0 star rating,This trip was amazing. Everything was well planned. The tourist guide Guna was exceptional very kind and taking care of people during the trip.,Review submitted 27 Jul 2024
Melanie ·,Traveled July 2024,5.0 star rating,"Bali Beautiful was a wonderful trip of the real Bali. Moving beyond the tourist strips you meet the real Balinese and learn about their lives and culture, with some spectacular scenery, local tours and activities along the way. Local people, volcanoes, snorkelling and more. Time flew!",Review submitted 24 Jul 2024
Christopher ·,Traveled July 2024,5.0 star rating,A great way to explore the back country of Bali and experience real people’s lives without sacrificing comfort. Great value for money.,Review submitted 21 Jul 2024
Anja ·,Traveled July 2024,5.0 star rating,Brillanten informative and immersive trip giving great insight into Balinese culture and traditions. Fast paced. Consider booking another few add on days to relax!,Review submitted 27 Jul 2024
Anne-Catherine ·,Traveled July 2024,5.0 star rating,"A great trip with a great guide. I highly recommend it if you want to know more about Balinese culture. Our guide Wayan was highly professional, passionate and knowledgeable about Bali. Beautiful Bali deserves its name.",Review submitted 18 Jul 2024
Carmen ·,Traveled July 2024,5.0 star rating,"My spontaneous Bali trip with Intrepid was unforgettable! Bring a headlamp for the volcano climb (I don't recommend just using your phone's light since you will need your hands to hold on to a walking stick and to keep your balance with the other) and warm clothes for the morning sunrise. The sunrise view is breath-taking, and snorkelling is spectacular with abundant fish and a healthy reef. Wayan, our guide, suggested amazing places to eat.",Review submitted 29 Jul 2024
Jack ·,Traveled July 2024,5.0 star rating,Spicy spice the best tour leader in the game. Thanks for a great trip!,Review submitted 14 Jul 2024
Ashlea ·,Traveled July 2024,5.0 star rating,"Perfect balance of activities, culture education and guidance from Spicy who was the best possible tour guide we could have asked for. We felt incredibly privileged to learn about and see a side of Bali most travellers never get the chance to. Highly recommend!",Review submitted 14 Jul 2024
Eliza ·,Traveled July 2024,5.0 star rating,,Review submitted 14 Jul 2024
David ·,Traveled July 2024,5.0 star rating,"If you are wanting to escape the touristy overcrowded areas of Bali, this is the trip for you Loved experiencing an authentic Bali, getting into the villages & loved the home stay Thanks Komang, a great tour guide 🙏",Review submitted 16 Jul 2024
Amanda ·,Traveled July 2024,5.0 star rating,,Review submitted 13 Jul 2024
David ·,Traveled July 2024,5.0 star rating,"If you want to see an authentic Bali, this is the trip for you Rubbing shoulders with local village people & experiencing their way of life was a highlight Loved the Homestay Thank you Komang for your all your experience & knowledge of the Balinese culture My daughter will share these memories forever 🙏",Review submitted 10 Jul 2024
Claire ·,Traveled July 2024,5.0 star rating,Intrepid are an excellent tour company to travel with. You experience everything within the local culture!,Review submitted 11 Jul 2024
Tim ·,Traveled July 2024,5.0 star rating,Utterly amazing trip. Very well organised with some breathtaking memories created. We definitely saw a different side of Bali with Intrepid than staying in a hotel resort. Thank You!,Review submitted 11 Jul 2024
Balkaran ·,Traveled July 2024,5.0 star rating,"A great tour covering the natural wonders of Bali. You get to explore the best bits in a tight timeframe, with nice outdoor events to keep you busy. The Homestay did have an unauthentic feel with not enough time to get to know the people but it was still very enjoyable and good for the villagers. I Gede Putra was a wonderful Guide, sharing a lot of insight to the Balinese culture.",Review submitted 24 Jul 2024
Janki ·,Traveled July 2024,5.0 star rating,"Incredible trip!!!!! Our tour leader, Putra, was nothing short of amazing. He went above and beyond to ensure our journey was an unforgettable experience. The memories we created will stay with us forever. Along the way, we had the pleasure of meeting some truly heartwarming individuals. One of them was the sweet local guide, Wayan, who charmed us with his informative stories about the local village. His warm hospitality made our experience even more special. The 3am hike to Mount Batur stands out as one of the highlights of the trip. The stunning views at the sunset hour were absolutely breathtaking. Despite my initial worries about finding vegetarian options, I was delighted by the diverse and satisfying food choices available to us. Putra made it his priority to ensure that everyone was happy and well-fed throughout the trip. I can't recommend this experience highly enough to anyone looking to break out of their comfort zone, forge new friendships, and unearth Bali's hidden treasures. This journey was a perfect blend of excitement, laughter, incredible adventures, and visits to some of the most stunning sceneries I've ever seen.",Review submitted 14 Jul 2024
Juhi ·,Traveled July 2024,5.0 star rating,"This trip is great! On the tour I was taken to various different places to experience Balinese culture. Putra is an absolutely wonderful leader. From the very start, he is welcoming and always has a smile. He is very informative and provided us with excellent information about Balinese culture and cuisine. He is always patient, very caring and made sure we were safe at all times. I would definitely highly recommend Putra as he is a wonderful guide and an even more amazing person. I cannot praise him enough! Thank you so much, Putra.",Review submitted 12 Jul 2024
Janki ·,Traveled July 2024,5.0 star rating,"Incredible trip!!!!! Our tour leader, Putra, was nothing short of amazing. He went above and beyond to ensure our journey was an unforgettable experience. The memories we created will stay with us forever. Along the way, we had the pleasure of meeting some truly heartwarming individuals. One of them was the sweet local guide, Wayan, who charmed us with his informative stories about the local village. His warm hospitality made our experience even more special. The 3am hike to Mount Batur stands out as one of the highlights of the trip. The stunning views at the sunset hour were absolutely breathtaking. Despite my initial worries about finding vegetarian options, I was delighted by the diverse and satisfying food choices available to us. Putra made it his priority to ensure that everyone was happy and well-fed throughout the trip. I can't recommend this experience highly enough to anyone looking to break out of their comfort zone, forge new friendships, and unearth Bali's hidden treasures. This journey was a perfect blend of excitement, laughter, incredible adventures, and visits to some of the most stunning sceneries I've ever seen.",Review submitted 14 Jul 2024
Roger ·,Traveled June 2024,5.0 star rating,"An excellent trip exploring a beautiful, friendly and vibrant part of the world. We got to see and experience out of the way places we would not have been able to easily find or access on our own and also got to meet some great local people. So many great times and happy memories. Thanks!",Review submitted 28 Jul 2024
Tjun ·,Traveled June 2024,5.0 star rating,"This trip was our first with Intrepid, and I would happily do another. We got to see so many different things and also meet the local people and enjoy hands on experiences with them. We are a family of 5 and this was a great way to do a variety of things and not have to organise it all ourselves. It was wonderful to meet other travellers too, from many different countries! Our guide Alan and driver Made were capable, experienced and friendly people who looked after us so well and everything ran smoothly. It really was an unforgettable and rich holiday.",Review submitted 08 Jul 2024
Zanwar ·,Traveled June 2024,5.0 star rating,I would highly recommend Intrepid’s Beautiful Bali trip to anyone who wants to make the most of their time in Bali.,Review submitted 08 Jul 2024
Donna ·,Traveled June 2024,5.0 star rating,"A wonderful way to experience the culture, cuisine and environment of Bali for the first time. So many activities and destinations that seemed to flow effortlessly into each other. There is no way we would have experienced this much on our own steam; and made all the more fun with a small group that feel like family by the end of the trip.",Review submitted 25 Jul 2024
Giorgia ·,Traveled June 2024,5.0 star rating,"I thoroughly enjoyed this tour of Bali. There was a good balance of cultural activities, trekking, sightseeing, sport and relax. The accommodations were always adequate or better and the food amazing. Our group leader went the extra mile to make us happy. Absolutely recommended!",Review submitted 04 Jul 2024
Donna ·,Traveled June 2024,5.0 star rating,This is my 3rd tour with Intrepid as a middle aged solo woman. I have thoroughly enjoyed every single day - the local guides are fantastic & everything is looked after for you. I will definitely be booking again,Review submitted 04 Jul 2024
Claire ·,Traveled June 2024,5.0 star rating,"This was our first trip to Bali & our first Intrepid tour. Our tour leader & tour group were great. We saw & learnt lots about Bali & its culture. The trip was well organised, and we always felt safe & in good hands.",Review submitted 05 Jul 2024
Kiran ·,Traveled June 2024,5.0 star rating,"Beautiful Bali is an amazing tour filled with watching a stunning sunrise at Mt Batur to cycling through the rice fields, to snorkelling and seeing amazing coral, fish and sea turtles. Visiting Temples to meeting the local Balinese people and experiencing their cultural heritage, to monkey forest and experiencing a Kecap Dance to chanting music. A truly magical experience to discover!",Review submitted 04 Jul 2024
Claire ·,Traveled June 2024,5.0 star rating,"The Bali trip was our first Intrepid tour & first trip to Bali. Our tour leader was very professional & organised, approachable & caring. The trip went very smoothly, & we saw & learnt lots, had many laughs & made new friends.",Review submitted 04 Jul 2024
Carla ·,Traveled June 2024,4.0 star rating,Beautiful Bali was just the trip I needed! It was well organised by our leader Komang. It had a lovely mix of activities to participate in and extra activities to fit in if you prefer. A great mix of destinations to get a mix of Bali experiences as well as fun fellow travellers to enjoy it with and make connections. Highly recommended! Carla,Review submitted 04 Jul 2024
Rebecca ·,Traveled June 2024,5.0 star rating,"I had a brilliant trip with our wonderful, knowledgeable leader Koman. The highlights were mount batur and snorkelling in lovina. It was incredible to see the north of the island staying with the local people and experiencing their way of life. Highly recommend it",Review submitted 30 Jun 2024
Keryn ·,Traveled June 2024,5.0 star rating,"As so many intrepid reviews go, this was my first time as a solo traveller and my first intrepid trip. It has been a truly life changing experience making new friends and memories. I will absolutely be booking more trips in the future and can't wait for the next adventure.",Review submitted 02 Jul 2024
Elisabeth ·,Traveled June 2024,5.0 star rating,"Our local tour leader, Wayan, was absolutely AMAZING!!!!! I booked this trip last minute and had absolutely NO expectations. I was honestly convinced by the summary and did not read through the full itinerary and was shocked at how many activities were involved, but it was all well paced and very organized. The accommodations were great and kept getting better and better as we traveled around the island. Definitely bring some good hiking boots, the Mt Batur hike is stunning and snorkeling in the bluest waters I have ever seen was a dream!! The locals in Bali are such warm and friendly people and can't forget their food! Every meal was so fresh and delicious, they had many vegetarian options for myself and a couple others in our group. Again it was because of our leader, Wayan, that the trip so enjoyable. He was very kind, knowledgeable and always went out of his way to make sure the group was happy and safe (most importantly). This was my first solo international trip traveling from the US and I would absolutely recommend it to anyone who is considering it... Just do it!!!! You won't regret it :)",Review submitted 26 Jun 2024
clare ·,Traveled June 2024,5.0 star rating,"I embarked on the Beautiful Bali tour with a certain amount of ‘intrepidation’ basing my booking purely on reviews. My experience went way beyond any expectations I had- seamlessly organised, fun and an unforgettable trip seeing Bali in an intimate way.",Review submitted 29 Jun 2024
Jayson ·,Traveled June 2024,5.0 star rating,"If you're considering Beautiful Bali, do not hesitate, just book it. You will absolutely love Bali. Maman the tour guide was awesome, friendly, approachable and a true gent. You will not be disappointed with Maman, he'll make sure you will have fun.",Review submitted 06 Jul 2024
Samantha ·,Traveled June 2024,5.0 star rating,"This was my first trip to Bali, and I thoroughly enjoyed it. It was not your typical touristy tour, as I was able to see the real Bali, its people, and the diverse areas of a lovely island. I cant wait to book more intrepid tours :)",Review submitted 28 Jun 2024
Katherine ·,Traveled June 2024,4.0 star rating,Beautiful Bali indeed! I had a fantastic time on this trip with a wonderful group of people. Not everyone was aware that this trip can carry on in to Lombok with ‘Bali and Lombok adventure’ that’s the trip I did and I highly recommend covering both Bali and Lombok!,Review submitted 02 Jul 2024
Nerida ·,Traveled June 2024,5.0 star rating,"Thank you Intrepid and our tour leader Srix for the most incredible Bali experience. It was lovely to see the real Bali, meet the people and take in the wonderful sites and experiences. I could not have created this experience myself. With such a knowledgeable leader we were able to understand and experience the culture fully. I will definitely use and recommend Intrepid in the future.",Review submitted 30 Jun 2024
Anthony ·,Traveled June 2024,5.0 star rating,This trip Beautiful Bali is ideal for travellers. Tourists won't leave beaches and bars of Kuta and Seminak etc. If you want to see and experience the authentic Bali this is the trip for you. The real Bali is deeply spiritual away from the tourist areas. Highly recommended,Review submitted 21 Jun 2024
Richard ·,Traveled June 2024,5.0 star rating,I did this tour last year by myself and again this year with my wife because I enjoyed it so much. The itinerary was similar and both tours made me feel like it was an inaugural trip for Intrepid. I like their approach and the genuine enthusiasm of the leaders. And I liked the conservative and safe drivers. I would recommend the trip.,Review submitted 25 Jun 2024
Clare ·,Traveled June 2024,5.0 star rating,This was my first experience with Intrepid Toirs and it was a fantastic experience. I would Highly recommend for holidaymakers that like to be on the go and discovering new places.,Review submitted 18 Jun 2024
Sandy ·,Traveled May 2024,4.0 star rating,"No regrets, a fantastic yet speedy trip through some amazing areas of Bali. We moved location almost every day so minimal free time, but great experience and fantastic group of people including our guide.",Review submitted 10 Jul 2024
Mary ·,Traveled May 2024,5.0 star rating,This trip is ideal for people who want to learn about culture in an eco-responsible way and who want to enjoy the most beautiful places in a physically active way.,Review submitted 10 Jun 2024
Jean ·,Traveled May 2024,5.0 star rating,Love the experience and amazing time with Wayan it’s the best guide I ever have,Review submitted 04 Jun 2024
Kirsty ·,Traveled May 2024,5.0 star rating,Fantastic trip around beautiful Bali. Lots of great activities and memorable experiences. Would highly recommend.,Review submitted 19 Jun 2024
Martyn ·,Traveled May 2024,5.0 star rating,"Amazing trip! Have done this trip twice now, and enjoyed it thoroughly both times. Would highly recommend this to anyone that likes a holiday that's an adventure and a chance to make some amazing memories.",Review submitted 10 Jun 2024
Janna ·,Traveled May 2024,5.0 star rating,"Great trip, very well organised, small group. Loved getting to know the culture, people and traditions. Great variety of activities included in the trip. One of the best holidays I had. Thank you",Review submitted 05 Jun 2024
Yusuf ·,Traveled May 2024,4.0 star rating,"Really enjoyed the trip, have grown a lot as an individual from it. Would have appreciated a few more tourist/popular activities included in the itinerary, but you'll have a great time in Bali either way.",Review submitted 05 Jun 2024
Illarion ·,Traveled May 2024,4.0 star rating,"Overall a very fun and enjoyable trip! The group dynamic was fantastic and I really enjoyed many of the included activities, especially the cycling and volcano climb. I would say however that spending only 1 night in each place did feel a bit rushed and exhausting packing and unpacking. The quality of the hotel rooms also varied from person to person. Additional activities such as the cooking class were also often overlooked due to time restrictions which made many of these options quite redundant as we rarely had time to do them.",Review submitted 29 May 2024
Hema ·,Traveled May 2024,5.0 star rating,My experience was lovely and the tour leader was even lovelier which made the trip wonderful.,Review submitted 08 Jun 2024
Sarah ·,Traveled May 2024,5.0 star rating,"The trip was great, so good to see Bali authentically with such a knowledgeable guide!",Review submitted 25 May 2024
Halema ·,Traveled May 2024,5.0 star rating,Beautiful Bali trip was my second trip with Intrepid and my favourite trip overall. Bali is a wonderful place but going with a group really allows you to experience and see Bali authentically as well as staying in gorgeous towns and villages - highly recommend,Review submitted 27 May 2024
Raquel ·,Traveled May 2024,5.0 star rating,"Great mix of activities and downtime with Mt. Batur and snorkeling as the highlights. The homestay in Sibetan was very well done and we enjoyed getting to know the people. Our guide, Ima, was friendly, knowledgeable, and facilitated the trip well.",Review submitted 19 May 2024
Nate ·,Traveled May 2024,5.0 star rating,,Review submitted 16 May 2024
Juan ·,Traveled May 2024,5.0 star rating,An amazing experience you’ll never regret,Review submitted 17 May 2024
Laura ·,Traveled May 2024,5.0 star rating,This trip was exceptional. I had the best time. The Mt Batur hike and the snorkelling were my highlight. Our group leader Wira was wonderful and I learned so much about the Balinese culture.,Review submitted 16 May 2024
Anita ·,Traveled May 2024,4.0 star rating,Beautiful Bali was a great way to see a bit of everything for first time visit here. Our leader Wira was great and we had lovely people in our group. I would not have experienced the things we did without this tour. Well worthwhile for first time here. I’m glad I had the opportunity to have my own room for chill out time.,Review submitted 16 May 2024
PRAMOD ·,Traveled May 2024,5.0 star rating,"Well laid out iternary, good accommodation, great team leader. Home stay at Sibetan village was very special. Snorkeling was way beyond my expectations and the sight felt out of this world. The local guides were also excellent.",Review submitted 14 May 2024
Maryala ·,Traveled May 2024,5.0 star rating,"Our 9 day trip to Bali, Indonesia with Intrepid was exhilarating. Experiencing their Village life, walking amidst Rice fields, learning about their ART & CULTURE, trekking up the Volcano Baatu, snorkeling in the sea, having exotic sea food, getting relaxing foot massages has left me craving for more such adventure !",Review submitted 19 May 2024
PRAMOD ·,Traveled May 2024,5.0 star rating,"Well laid out iternary, good accommodation, great team leader. Home stay at Sibetan village was very special. Snorkeling was way beyond my expectations and the sight felt out of this world. The local guides were also excellent.",Review submitted 14 May 2024
SRINIVAS ·,Traveled May 2024,5.0 star rating,The beautiful Bali trip is a very wonderfully planned trip with immersive experiences and adventurous challenges. I found it ideal for even moderately fit participants. I would highly recommend this tour.,Review submitted 15 May 2024
Craig ·,Traveled May 2024,4.0 star rating,Beautiful Bali was a trip we had wanted to do for awhile. Our leader was full of local knowledge and very pleasant to be around. The other travelers were also very interesting and great to be around.,Review submitted 12 May 2024
Victoria ·,Traveled April 2024,5.0 star rating,I would highly recommend the Beautiful Bali trip. Packed with activities and local culture… you won’t want to leave.,Review submitted 07 May 2024
Jennifer ·,Traveled April 2024,5.0 star rating,"This trip had it ALL! Snorkeling, volcano, bike rides, waterfalls, homestays, beaches. Wow, just wow! Thanks again Intrepid and Putra, our wonderful tour guide!",Review submitted 13 May 2024
Larissa ·,Traveled April 2024,5.0 star rating,"The experience exceeded all expectations, largely thanks to our guide, Wira. He truly made the trip extraordinary. We were immersed in authentic local experiences, far from the typical Instagram influencer spots, which allowed us to fully embrace the culture and traditions. This journey touched my heart and created memories that will last a lifetime.",Review submitted 01 May 2024
Sophie ·,Traveled April 2024,5.0 star rating,"The trip was wonderful. All expectations were exceeded. Apart from a few tourist spots, we spent most of our time with the locals. The real Bali is beautiful. Our guide Wira was great and we had the best time together. My highlight was certainly snorkelling with a turtle and the sunrise at Mount Batur. Everything was well organised and I would do the tour again any time. Thank you for everything Wira!",Review submitted 01 May 2024
Courtney ·,Traveled April 2024,5.0 star rating,This itinerary has been outstanding. Seeing that there is more to Bali than just beach clubs and markets. I learnt so much about Indonesian culture and Bali's way of life. Visiting places with very few tourists was a highlight. The homestay experience will be something I remember for my whole life. They welcome you like you are family. The best part of the trip for me was the snorkelling. It was like being in a heated tropical fish tank. Huge amount of fish and the colours were amazing. I just couldn't believe my eyes. It's been a really great active trip!,Review submitted 01 May 2024
Charlotte ·,Traveled April 2024,4.0 star rating,Amazing experience of northern Bali the “real” Bali away from the tourist areas of the south coast. I learnt so much about a Bali history and culture and especially loved the home stay. Our tour guide Wira was brilliant and made the trip so fun!,Review submitted 02 May 2024
Bronwen Sian ·,Traveled April 2024,5.0 star rating,"This Bali trip exceeded my expectations after experiencing busy Ubud. A perfect balance of adventure and fun and exploration. Well organised with great guides, we thoroughly enjoyed our first experience with Intrepid",Review submitted 29 Apr 2024
Janet ·,Traveled April 2024,5.0 star rating,"The pace, stays, excursions are excellent I highly recommend this tour and company.",Review submitted 27 Apr 2024
Wing Si Selina ·,Traveled April 2024,5.0 star rating,"My first time travelling with Intrepid. I had not used them before because they were slightly more expensive, but given their ethos of travel, focus on supporting local communities and how well the guides ran the trips, I would highly recommend them to anyone sitting on the fence.",Review submitted 26 Apr 2024
Sandra ·,Traveled April 2024,5.0 star rating,The Beautiful Bali trip was an incredible experience to discover the real Bali and learn about the island. An exceptionally well organised trip covering a wide range of activities and sights led by a superb guide called Guna who was very knowledgeable..,Review submitted 27 Apr 2024
Pamela ·,Traveled April 2024,5.0 star rating,"Wonderful Immersive Experience! Highly recommend Beautiful Bali trip. Fantastic itinerary, Guna was a truly amazing caring guide, well organized and met a wonderful group of people. Trip of a lifetime. Thank-you Intrepid!",Review submitted 26 Apr 2024
Shelby ·,Traveled April 2024,5.0 star rating,I was alittle hesitant with a tour for my trip to Bali but I’m glad I did it. Saw soo much and gained so many new friends I’m sure I’ll have for life. Highly recommend especially for new places.,Review submitted 20 Apr 2024
Kate ·,Traveled April 2024,5.0 star rating,Great way to see a lot of Bali easily with parts that are a little off mainstream.,Review submitted 20 Apr 2024
Margaret ·,Traveled April 2024,5.0 star rating,"Beautiful Bali was indeed a fabulous guided tour of authentic Balinese culture, blended with plenty of time for rest, relaxation, loads of hydro therapy and delicious fresh healthy food, pure fruit juices and many low cost professional massages. Our guides Wayan and Kormang were outstanding with their care and perfect organisation skills. They were also very entertaining!! The accommodation was a blend of rustic home stay to boutique hotels or resorts with lush pool areas . Thank you again guys for all your hard work in making the trip so enjoyable.",Review submitted 17 Apr 2024
Sandra ·,Traveled April 2024,5.0 star rating,I would highly recommend this tour for variety if activities and understanding the Balinese culture with a view to protecting the environment and supporting local peoples,Review submitted 18 Apr 2024
Beth ·,Traveled April 2024,5.0 star rating,"Had a brilliant trip covered so much of Bali in such a short space of time. Saw things I never would have otherwise, tried so many local foods even fruits I’d never heard of. The minibus driving us round was nice and spacious with good air conditioning. Wayan and Komang were great leaders",Review submitted 21 Apr 2024
John ·,Traveled April 2024,5.0 star rating,This was the first time we had used Intrepid for any sort of holiday/tour and cannot fault them in that information provided was clear and in accordance with expectations from the travel information provided when we booked our holiday. Would highly recommend to anyone considering this type of tour.,Review submitted 17 Apr 2024
Shebna ·,Traveled April 2024,5.0 star rating,"This trip was amazing! We really got a wonderful taste of Bali. Our leader, Abraham, was wonderful, knowledgeable, and caring. I would totally recommend this trip to those who want to really experience all sides of Bali.",Review submitted 22 Apr 2024
Soraya ·,Traveled April 2024,5.0 star rating,"This trip was packed with experiences I never would have found on my own. I especially loved the focus on experiencing the authentic Balinese way of life. It made the whole experience so much richer. Lots of fun activities as well - early hiking and amazing snorkeling. Our guide, Lena, was an absolute gem. She was incredibly knowledgeable, friendly, and always made sure we felt comfortable and safe.",Review submitted 16 Apr 2024
Maddison ·,Traveled April 2024,5.0 star rating,"I chose to visit Bali with a friend and wanted to see less of the beach front tourism and more cultural experiences. This was definitely the right trip! Between the villages and home stay, local foods, and our exceptional local guide Lena, I feel like we’ve learnt a lifetime of valuable cultural information, experienced life in Bali, and not at the cost of relaxation, swimming, beaches and good times with fellow travellers. The cycling, snorkelling and hiking were all such positive experience and complimented well by the abundance of hot springs, massages and spa treatments. I would recommend this trip to others, and even do the exact trip again myself!",Review submitted 10 Apr 2024
David ·,Traveled April 2024,5.0 star rating,"I can't say enough about this trip - It's an incredible value, full of life-changing experiences and things to see and do. Big shout-out to Lena our fearless leader who made it extra special!",Review submitted 12 Apr 2024
Joan ·,Traveled April 2024,5.0 star rating,"Beautiful Bali was just that! We had so much fun snorkeling, river rafting, hiking Mt Batur, visiting the Hidden Garden Teas/Coffee & Cocoa during a rainforest down pour. Tours of the rice fields on bikes and foot were delightfully green! We got to taste home cooking Bali style along with our welcoming Homestay. So many fun memories of laughter, singing & dancing...I love Bali!",Review submitted 15 Apr 2024
Anna ·,Traveled April 2024,5.0 star rating,"Brilliant, amazing, wonderful. Think of the best word you know. Double it. This trip was like that!!! Don’t think twice. Book it now!!! You won’t regret it!",Review submitted 09 Apr 2024
David ·,Traveled March 2024,4.0 star rating,"A good trip with a mix of included activities. the food in bali is great. Accommodation on the whole is good, although Intrepid now seem include a shocker of hotel where you will not want to sleep. If you do book this trip i would recommended extra time at the start or end as the trip does not visit everywhere. make sure you go to Nusa Penida, some of the best beaches in the world. Lombok and Gill Islands are worth staying on for too",Review submitted 14 Apr 2024
Brendan ·,Traveled March 2024,5.0 star rating,"A great way to experience Bali and appreciate Balinese culture. The perfect balance of included and optional activities, allowing free time. The Mount Batur sunrise hike and local homestay we're just a couple of my favourite parts of the trip.",Review submitted 02 Apr 2024
Dimitri ·,Traveled March 2024,5.0 star rating,"I highly recommend the Beautiful Bali tour. Tour leader was great, huge variety of activities/ places visited and people in the group were lovely. Great experience and lots of fun.",Review submitted 30 Mar 2024
Sarah ·,Traveled March 2024,5.0 star rating,"The Beautiful Bali trip is a special trip that gives you experiences outside the typical tourist agenda. Every decision is intentional to help uplift the community. Our guide, Fidel, was truly the best!",Review submitted 14 Apr 2024
Sarah ·,Traveled March 2024,5.0 star rating,"The Beautiful Bali trip is a special trip that gives you experiences outside the typical tourist agenda. Every decision is intentional to help uplift the community. Our guide, Fidel, was truly the best!",Review submitted 14 Apr 2024
Mark ·,Traveled March 2024,5.0 star rating,Beautiful Bali is exactly that. What an uplifting spiritual trip this was. There was so much packed into the agenda and such varied travel experiences. Such good value for such an awesome trip. Local guides were great and the tour guide was brilliant. Highly recommend this trip. Such a great way to travel.,Review submitted 27 Mar 2024
Eve ·,Traveled March 2024,5.0 star rating,I cannot express how amazing this trip was! Our leader was so knowledgeable about the places we visited and we got the opportunity to visit some “off the beaten track” places that I would never have visited on my own. I loved the snorkelling and sunrise hike - they were magical memories!,Review submitted 29 Mar 2024
Pauline ·,Traveled March 2024,5.0 star rating,"I really enjoyed visiting rural Bali, a real contrast to resort style Bali, and meeting so many humble beautiful people.",Review submitted 01 Apr 2024
