id,komen
194,What a great trip and adventure. I loved the variety of places to visit while in Bali. Very professional staff always looking for ways to improve my experience.
195,"This was my first trip with Intrepid and it did not disappoint. We had an amazing trip leader Guna, he made sure we all felt safe and happy throughout the trip, he has a wealth of knowledge and experience, and we were able go to him with any questions or queries. This trip was an amazing experience and I look forward to many more."
196,This trip was amazing. Everything was well planned. The tourist guide Guna was exceptional very kind and taking care of people during the trip.
197,"Bali Beautiful was a wonderful trip of the real Bali. Moving beyond the tourist strips you meet the real Balinese and learn about their lives and culture, with some spectacular scenery, local tours and activities along the way. Local people, volcanoes, snorkelling and more. Time flew!"
198,A great way to explore the back country of Bali and experience real people’s lives without sacrificing comfort. Great value for money.
199,Brillanten informative and immersive trip giving great insight into Balinese culture and traditions. Fast paced. Consider booking another few add on days to relax!
200,"A great trip with a great guide. I highly recommend it if you want to know more about Balinese culture. Our guide Wayan was highly professional, passionate and knowledgeable about Bali. Beautiful Bali deserves its name."
201,"My spontaneous Bali trip with Intrepid was unforgettable! Bring a headlamp for the volcano climb (I don't recommend just using your phone's light since you will need your hands to hold on to a walking stick and to keep your balance with the other) and warm clothes for the morning sunrise. The sunrise view is breath-taking, and snorkelling is spectacular with abundant fish and a healthy reef. Wayan, our guide, suggested amazing places to eat."
202,Spicy spice the best tour leader in the game. Thanks for a great trip!
203,"Perfect balance of activities, culture education and guidance from Spicy who was the best possible tour guide we could have asked for. We felt incredibly privileged to learn about and see a side of Bali most travellers never get the chance to. Highly recommend!"
204,"If you are wanting to escape the touristy overcrowded areas of Bali, this is the trip for you Loved experiencing an authentic Bali, getting into the villages & loved the home stay Thanks Komang, a great tour guide 🙏"
205,"If you want to see an authentic Bali, this is the trip for you Rubbing shoulders with local village people & experiencing their way of life was a highlight Loved the Homestay Thank you Komang for your all your experience & knowledge of the Balinese culture My daughter will share these memories forever 🙏"
206,Intrepid are an excellent tour company to travel with. You experience everything within the local culture!
207,Utterly amazing trip. Very well organised with some breathtaking memories created. We definitely saw a different side of Bali with Intrepid than staying in a hotel resort. Thank You!
208,"A great tour covering the natural wonders of Bali. You get to explore the best bits in a tight timeframe, with nice outdoor events to keep you busy. The Homestay did have an unauthentic feel with not enough time to get to know the people but it was still very enjoyable and good for the villagers. I Gede Putra was a wonderful Guide, sharing a lot of insight to the Balinese culture."
209,"Incredible trip!!!!! Our tour leader, Putra, was nothing short of amazing. He went above and beyond to ensure our journey was an unforgettable experience. The memories we created will stay with us forever. Along the way, we had the pleasure of meeting some truly heartwarming individuals. One of them was the sweet local guide, Wayan, who charmed us with his informative stories about the local village. His warm hospitality made our experience even more special. The 3am hike to Mount Batur stands out as one of the highlights of the trip. The stunning views at the sunset hour were absolutely breathtaking. Despite my initial worries about finding vegetarian options, I was delighted by the diverse and satisfying food choices available to us. Putra made it his priority to ensure that everyone was happy and well-fed throughout the trip. I can't recommend this experience highly enough to anyone looking to break out of their comfort zone, forge new friendships, and unearth Bali's hidden treasures. This journey was a perfect blend of excitement, laughter, incredible adventures, and visits to some of the most stunning sceneries I've ever seen."
210,"This trip is great! On the tour I was taken to various different places to experience Balinese culture. Putra is an absolutely wonderful leader. From the very start, he is welcoming and always has a smile. He is very informative and provided us with excellent information about Balinese culture and cuisine. He is always patient, very caring and made sure we were safe at all times. I would definitely highly recommend Putra as he is a wonderful guide and an even more amazing person. I cannot praise him enough! Thank you so much, Putra."
211,"Incredible trip!!!!! Our tour leader, Putra, was nothing short of amazing. He went above and beyond to ensure our journey was an unforgettable experience. The memories we created will stay with us forever. Along the way, we had the pleasure of meeting some truly heartwarming individuals. One of them was the sweet local guide, Wayan, who charmed us with his informative stories about the local village. His warm hospitality made our experience even more special. The 3am hike to Mount Batur stands out as one of the highlights of the trip. The stunning views at the sunset hour were absolutely breathtaking. Despite my initial worries about finding vegetarian options, I was delighted by the diverse and satisfying food choices available to us. Putra made it his priority to ensure that everyone was happy and well-fed throughout the trip. I can't recommend this experience highly enough to anyone looking to break out of their comfort zone, forge new friendships, and unearth Bali's hidden treasures. This journey was a perfect blend of excitement, laughter, incredible adventures, and visits to some of the most stunning sceneries I've ever seen."
212,"An excellent trip exploring a beautiful, friendly and vibrant part of the world. We got to see and experience out of the way places we would not have been able to easily find or access on our own and also got to meet some great local people. So many great times and happy memories. Thanks!"
213,"This trip was our first with Intrepid, and I would happily do another. We got to see so many different things and also meet the local people and enjoy hands on experiences with them. We are a family of 5 and this was a great way to do a variety of things and not have to organise it all ourselves. It was wonderful to meet other travellers too, from many different countries! Our guide Alan and driver Made were capable, experienced and friendly people who looked after us so well and everything ran smoothly. It really was an unforgettable and rich holiday."
214,I would highly recommend Intrepid’s Beautiful Bali trip to anyone who wants to make the most of their time in Bali.
215,"A wonderful way to experience the culture, cuisine and environment of Bali for the first time. So many activities and destinations that seemed to flow effortlessly into each other. There is no way we would have experienced this much on our own steam; and made all the more fun with a small group that feel like family by the end of the trip."
216,"I thoroughly enjoyed this tour of Bali. There was a good balance of cultural activities, trekking, sightseeing, sport and relax. The accommodations were always adequate or better and the food amazing. Our group leader went the extra mile to make us happy. Absolutely recommended!"
217,This is my 3rd tour with Intrepid as a middle aged solo woman. I have thoroughly enjoyed every single day - the local guides are fantastic & everything is looked after for you. I will definitely be booking again
218,"This was our first trip to Bali & our first Intrepid tour. Our tour leader & tour group were great. We saw & learnt lots about Bali & its culture. The trip was well organised, and we always felt safe & in good hands."
219,"Beautiful Bali is an amazing tour filled with watching a stunning sunrise at Mt Batur to cycling through the rice fields, to snorkelling and seeing amazing coral, fish and sea turtles. Visiting Temples to meeting the local Balinese people and experiencing their cultural heritage, to monkey forest and experiencing a Kecap Dance to chanting music. A truly magical experience to discover!"
220,"The Bali trip was our first Intrepid tour & first trip to Bali. Our tour leader was very professional & organised, approachable & caring. The trip went very smoothly, & we saw & learnt lots, had many laughs & made new friends."
221,Beautiful Bali was just the trip I needed! It was well organised by our leader Komang. It had a lovely mix of activities to participate in and extra activities to fit in if you prefer. A great mix of destinations to get a mix of Bali experiences as well as fun fellow travellers to enjoy it with and make connections. Highly recommended! Carla
222,"I had a brilliant trip with our wonderful, knowledgeable leader Koman. The highlights were mount batur and snorkelling in lovina. It was incredible to see the north of the island staying with the local people and experiencing their way of life. Highly recommend it"
223,"As so many intrepid reviews go, this was my first time as a solo traveller and my first intrepid trip. It has been a truly life changing experience making new friends and memories. I will absolutely be booking more trips in the future and can't wait for the next adventure."
224,"Our local tour leader, Wayan, was absolutely AMAZING!!!!! I booked this trip last minute and had absolutely NO expectations. I was honestly convinced by the summary and did not read through the full itinerary and was shocked at how many activities were involved, but it was all well paced and very organized. The accommodations were great and kept getting better and better as we traveled around the island. Definitely bring some good hiking boots, the Mt Batur hike is stunning and snorkeling in the bluest waters I have ever seen was a dream!! The locals in Bali are such warm and friendly people and can't forget their food! Every meal was so fresh and delicious, they had many vegetarian options for myself and a couple others in our group. Again it was because of our leader, Wayan, that the trip so enjoyable. He was very kind, knowledgeable and always went out of his way to make sure the group was happy and safe (most importantly). This was my first solo international trip traveling from the US and I would absolutely recommend it to anyone who is considering it... Just do it!!!! You won't regret it :)"
225,"I embarked on the Beautiful Bali tour with a certain amount of ‘intrepidation’ basing my booking purely on reviews. My experience went way beyond any expectations I had- seamlessly organised, fun and an unforgettable trip seeing Bali in an intimate way."
226,"If you're considering Beautiful Bali, do not hesitate, just book it. You will absolutely love Bali. Maman the tour guide was awesome, friendly, approachable and a true gent. You will not be disappointed with Maman, he'll make sure you will have fun."
227,"This was my first trip to Bali, and I thoroughly enjoyed it. It was not your typical touristy tour, as I was able to see the real Bali, its people, and the diverse areas of a lovely island. I cant wait to book more intrepid tours :)"
228,Beautiful Bali indeed! I had a fantastic time on this trip with a wonderful group of people. Not everyone was aware that this trip can carry on in to Lombok with ‘Bali and Lombok adventure’ that’s the trip I did and I highly recommend covering both Bali and Lombok!
229,"Thank you Intrepid and our tour leader Srix for the most incredible Bali experience. It was lovely to see the real Bali, meet the people and take in the wonderful sites and experiences. I could not have created this experience myself. With such a knowledgeable leader we were able to understand and experience the culture fully. I will definitely use and recommend Intrepid in the future."
230,This trip Beautiful Bali is ideal for travellers. Tourists won't leave beaches and bars of Kuta and Seminak etc. If you want to see and experience the authentic Bali this is the trip for you. The real Bali is deeply spiritual away from the tourist areas. Highly recommended
231,I did this tour last year by myself and again this year with my wife because I enjoyed it so much. The itinerary was similar and both tours made me feel like it was an inaugural trip for Intrepid. I like their approach and the genuine enthusiasm of the leaders. And I liked the conservative and safe drivers. I would recommend the trip.
232,This was my first experience with Intrepid Toirs and it was a fantastic experience. I would Highly recommend for holidaymakers that like to be on the go and discovering new places.
233,"No regrets, a fantastic yet speedy trip through some amazing areas of Bali. We moved location almost every day so minimal free time, but great experience and fantastic group of people including our guide."
234,This trip is ideal for people who want to learn about culture in an eco-responsible way and who want to enjoy the most beautiful places in a physically active way.
235,Love the experience and amazing time with Wayan it’s the best guide I ever have
236,Fantastic trip around beautiful Bali. Lots of great activities and memorable experiences. Would highly recommend.
237,"Amazing trip! Have done this trip twice now, and enjoyed it thoroughly both times. Would highly recommend this to anyone that likes a holiday that's an adventure and a chance to make some amazing memories."
238,"Great trip, very well organised, small group. Loved getting to know the culture, people and traditions. Great variety of activities included in the trip. One of the best holidays I had. Thank you"
239,"Really enjoyed the trip, have grown a lot as an individual from it. Would have appreciated a few more tourist/popular activities included in the itinerary, but you'll have a great time in Bali either way."
240,"Overall a very fun and enjoyable trip! The group dynamic was fantastic and I really enjoyed many of the included activities, especially the cycling and volcano climb. I would say however that spending only 1 night in each place did feel a bit rushed and exhausting packing and unpacking. The quality of the hotel rooms also varied from person to person. Additional activities such as the cooking class were also often overlooked due to time restrictions which made many of these options quite redundant as we rarely had time to do them."
241,My experience was lovely and the tour leader was even lovelier which made the trip wonderful.
242,"The trip was great, so good to see Bali authentically with such a knowledgeable guide!"
243,Beautiful Bali trip was my second trip with Intrepid and my favourite trip overall. Bali is a wonderful place but going with a group really allows you to experience and see Bali authentically as well as staying in gorgeous towns and villages - highly recommend
244,"Great mix of activities and downtime with Mt. Batur and snorkeling as the highlights. The homestay in Sibetan was very well done and we enjoyed getting to know the people. Our guide, Ima, was friendly, knowledgeable, and facilitated the trip well."
245,An amazing experience you’ll never regret
246,This trip was exceptional. I had the best time. The Mt Batur hike and the snorkelling were my highlight. Our group leader Wira was wonderful and I learned so much about the Balinese culture.
247,Beautiful Bali was a great way to see a bit of everything for first time visit here. Our leader Wira was great and we had lovely people in our group. I would not have experienced the things we did without this tour. Well worthwhile for first time here. I’m glad I had the opportunity to have my own room for chill out time.
248,"Well laid out iternary, good accommodation, great team leader. Home stay at Sibetan village was very special. Snorkeling was way beyond my expectations and the sight felt out of this world. The local guides were also excellent."
249,"Our 9 day trip to Bali, Indonesia with Intrepid was exhilarating. Experiencing their Village life, walking amidst Rice fields, learning about their ART & CULTURE, trekking up the Volcano Baatu, snorkeling in the sea, having exotic sea food, getting relaxing foot massages has left me craving for more such adventure !"
250,"Well laid out iternary, good accommodation, great team leader. Home stay at Sibetan village was very special. Snorkeling was way beyond my expectations and the sight felt out of this world. The local guides were also excellent."
251,The beautiful Bali trip is a very wonderfully planned trip with immersive experiences and adventurous challenges. I found it ideal for even moderately fit participants. I would highly recommend this tour.
252,Beautiful Bali was a trip we had wanted to do for awhile. Our leader was full of local knowledge and very pleasant to be around. The other travelers were also very interesting and great to be around.
253,I would highly recommend the Beautiful Bali trip. Packed with activities and local culture… you won’t want to leave.
254,"This trip had it ALL! Snorkeling, volcano, bike rides, waterfalls, homestays, beaches. Wow, just wow! Thanks again Intrepid and Putra, our wonderful tour guide!"
255,"The experience exceeded all expectations, largely thanks to our guide, Wira. He truly made the trip extraordinary. We were immersed in authentic local experiences, far from the typical Instagram influencer spots, which allowed us to fully embrace the culture and traditions. This journey touched my heart and created memories that will last a lifetime."
256,"The trip was wonderful. All expectations were exceeded. Apart from a few tourist spots, we spent most of our time with the locals. The real Bali is beautiful. Our guide Wira was great and we had the best time together. My highlight was certainly snorkelling with a turtle and the sunrise at Mount Batur. Everything was well organised and I would do the tour again any time. Thank you for everything Wira!"
257,This itinerary has been outstanding. Seeing that there is more to Bali than just beach clubs and markets. I learnt so much about Indonesian culture and Bali's way of life. Visiting places with very few tourists was a highlight. The homestay experience will be something I remember for my whole life. They welcome you like you are family. The best part of the trip for me was the snorkelling. It was like being in a heated tropical fish tank. Huge amount of fish and the colours were amazing. I just couldn't believe my eyes. It's been a really great active trip!
258,Amazing experience of northern Bali the “real” Bali away from the tourist areas of the south coast. I learnt so much about a Bali history and culture and especially loved the home stay. Our tour guide Wira was brilliant and made the trip so fun!
259,"This Bali trip exceeded my expectations after experiencing busy Ubud. A perfect balance of adventure and fun and exploration. Well organised with great guides, we thoroughly enjoyed our first experience with Intrepid"
260,"The pace, stays, excursions are excellent I highly recommend this tour and company."
261,"My first time travelling with Intrepid. I had not used them before because they were slightly more expensive, but given their ethos of travel, focus on supporting local communities and how well the guides ran the trips, I would highly recommend them to anyone sitting on the fence."
262,The Beautiful Bali trip was an incredible experience to discover the real Bali and learn about the island. An exceptionally well organised trip covering a wide range of activities and sights led by a superb guide called Guna who was very knowledgeable..
263,"Wonderful Immersive Experience! Highly recommend Beautiful Bali trip. Fantastic itinerary, Guna was a truly amazing caring guide, well organized and met a wonderful group of people. Trip of a lifetime. Thank-you Intrepid!"
264,I was alittle hesitant with a tour for my trip to Bali but I’m glad I did it. Saw soo much and gained so many new friends I’m sure I’ll have for life. Highly recommend especially for new places.
265,Great way to see a lot of Bali easily with parts that are a little off mainstream.
266,"Beautiful Bali was indeed a fabulous guided tour of authentic Balinese culture, blended with plenty of time for rest, relaxation, loads of hydro therapy and delicious fresh healthy food, pure fruit juices and many low cost professional massages. Our guides Wayan and Kormang were outstanding with their care and perfect organisation skills. They were also very entertaining!! The accommodation was a blend of rustic home stay to boutique hotels or resorts with lush pool areas . Thank you again guys for all your hard work in making the trip so enjoyable."
267,I would highly recommend this tour for variety if activities and understanding the Balinese culture with a view to protecting the environment and supporting local peoples
268,"Had a brilliant trip covered so much of Bali in such a short space of time. Saw things I never would have otherwise, tried so many local foods even fruits I’d never heard of. The minibus driving us round was nice and spacious with good air conditioning. Wayan and Komang were great leaders"
269,This was the first time we had used Intrepid for any sort of holiday/tour and cannot fault them in that information provided was clear and in accordance with expectations from the travel information provided when we booked our holiday. Would highly recommend to anyone considering this type of tour.
270,"This trip was amazing! We really got a wonderful taste of Bali. Our leader, Abraham, was wonderful, knowledgeable, and caring. I would totally recommend this trip to those who want to really experience all sides of Bali."
271,"This trip was packed with experiences I never would have found on my own. I especially loved the focus on experiencing the authentic Balinese way of life. It made the whole experience so much richer. Lots of fun activities as well - early hiking and amazing snorkeling. Our guide, Lena, was an absolute gem. She was incredibly knowledgeable, friendly, and always made sure we felt comfortable and safe."
272,"I chose to visit Bali with a friend and wanted to see less of the beach front tourism and more cultural experiences. This was definitely the right trip! Between the villages and home stay, local foods, and our exceptional local guide Lena, I feel like we’ve learnt a lifetime of valuable cultural information, experienced life in Bali, and not at the cost of relaxation, swimming, beaches and good times with fellow travellers. The cycling, snorkelling and hiking were all such positive experience and complimented well by the abundance of hot springs, massages and spa treatments. I would recommend this trip to others, and even do the exact trip again myself!"
273,"I can't say enough about this trip - It's an incredible value, full of life-changing experiences and things to see and do. Big shout-out to Lena our fearless leader who made it extra special!"
274,"Beautiful Bali was just that! We had so much fun snorkeling, river rafting, hiking Mt Batur, visiting the Hidden Garden Teas/Coffee & Cocoa during a rainforest down pour. Tours of the rice fields on bikes and foot were delightfully green! We got to taste home cooking Bali style along with our welcoming Homestay. So many fun memories of laughter, singing & dancing...I love Bali!"
275,"Brilliant, amazing, wonderful. Think of the best word you know. Double it. This trip was like that!!! Don’t think twice. Book it now!!! You won’t regret it!"
276,"A good trip with a mix of included activities. the food in bali is great. Accommodation on the whole is good, although Intrepid now seem include a shocker of hotel where you will not want to sleep. If you do book this trip i would recommended extra time at the start or end as the trip does not visit everywhere. make sure you go to Nusa Penida, some of the best beaches in the world. Lombok and Gill Islands are worth staying on for too"
277,"A great way to experience Bali and appreciate Balinese culture. The perfect balance of included and optional activities, allowing free time. The Mount Batur sunrise hike and local homestay we're just a couple of my favourite parts of the trip."
278,"I highly recommend the Beautiful Bali tour. Tour leader was great, huge variety of activities/ places visited and people in the group were lovely. Great experience and lots of fun."
279,"The Beautiful Bali trip is a special trip that gives you experiences outside the typical tourist agenda. Every decision is intentional to help uplift the community. Our guide, Fidel, was truly the best!"
280,"The Beautiful Bali trip is a special trip that gives you experiences outside the typical tourist agenda. Every decision is intentional to help uplift the community. Our guide, Fidel, was truly the best!"
281,Beautiful Bali is exactly that. What an uplifting spiritual trip this was. There was so much packed into the agenda and such varied travel experiences. Such good value for such an awesome trip. Local guides were great and the tour guide was brilliant. Highly recommend this trip. Such a great way to travel.
282,I cannot express how amazing this trip was! Our leader was so knowledgeable about the places we visited and we got the opportunity to visit some “off the beaten track” places that I would never have visited on my own. I loved the snorkelling and sunrise hike - they were magical memories!
283,"I really enjoyed visiting rural Bali, a real contrast to resort style Bali, and meeting so many humble beautiful people."
284,Tour covered lots of Bali but the problem is that Bali is only ok/ wouldn’t go back. It’s for Instagram obsessed teenagers and not nearly as pretty as Thailand plus food is pretty bland.
285,"Fantastic trip. Lena, our guide was amazing and it felt like a very cultural, local journey through Bali."
286,"I wasn't ready for this trip to end- I learnt so much about this amazing island and it's beautiful people. The range of activities was diverse and challenged me physically, but the experiences in this trip is something that will stay with me always. And the food was some of the best I've ever had. Our guide Lena was extremely knowledgeable and her love of her country and culture was evident. She was friendly, warm and I always felt safe and comfortable to approach her for anything."
287,This trip was amazing Bali is an incredible destination and it’s culture is vibrant. Experiencing Bali is a must.
288,"This was my first time travelling with Intrepid, and I cannot recommend it more. The focus on local culture was so important. We met so many wonderful people. A truly memorable experience!"
289,"This was my first time travelling with Intrepid, and I cannot recommend it more. The focus on local culture was so important. We met so many wonderful people. A truly memorable experience!"
290,"The best holiday I have ever been on, enjoyable with local experiences and a lot of focus on responsible tourism."
291,A great experience! This trip has inspired me to book a trip with intrepid annually .
292,A very fully packed trip of early starts and mini bus travelling but essential to get the best experience of Bali. A lot of whistle stops and living out of your suitcase day by day which didn't bother us and just added to the fun and adventure. Just a tip make sure you read all the trip information before you book as I think some travellers expectations were higher than what was actually advertised but we thought it was fantastic value for money with a lovely guide Lena who was very caring and friendly and always on hand for questions
293,What a way to travel!!! Loved the organization and not having to plan all of that stuff out. Was able to experience the culture from a local who understands. Phenomenal trip.
294,"The Beautiful Bali trip was exceptional. From the quality of the itinerary, accommodation, tour guide (Moshi) and driver (Rafi). I can't wait to go on my next Intrepid trip!"
295,"A fantastic trip - Bali is truly beautiful. Lots of different experiences on this trip that I would never had done if I had organised it myself. Great trip leader, lovely hotels and activities - VERY good value for money in my opinion."
296,"Great itinerary, including many parts of Bali I probably would not have seen if I had planned the trip myself. I would leave extra time before or after the trip to see the manta rays of Nusa Penida and check out other temples of interest. Some might consider Gili Islands. So much to do and see in Bali!"
297,"Our trip to Bali was highly enjoyable - great itinerary which packed a lot in without ever feeling rushed. Exceptional tour guide. Nova, who really cared about his groups experience."
298,"Excellent, varied trip with outstanding leader and informative local guides. Would recommend!"
299,This trip is the perfect combination of sightseeing and relaxing. The hike up the volcano is an absolute highlight which is also the day with the snorkeling. Everyone in Bali is so very friendly and helpful. Highlight recommend this tour.
300,"This was a brilliant, fun, and surprising trip that left us feeling refreshed, with lots of great memories. Highly recommended."
301,The Intrepid Tour of Bali is a fantastic way to see and experience a different culture and see more of the island than just relaxing at a resort.
302,"Beautiful Bali was absolutely beautiful stunning trip. We have learned a lot about balinase culture. Guna the group leader was very friendly, easy to reach and knowledgeable. The hight of the trip was watching the sunrise from the top of Mt Batur and the snorkeling."
303,"I'm so glad I did this! I was so apprehensive and I thought I'll be fine to do my own trip and on my own... But this was a much better, safer and lovlier experience. Our leader Srix was amazing, we saw bits of Bali we wouldn't have seen as a tourist, my group was so lovely, everyone got on, I am now looking for my next Intrepid trip :-)"
304,"The best purchase of my life. You see all the amazing sites of Bali, planned all for you, with the perfect amount of free time and included activities. Could not recommend more!"
305,"An excellent insight into real Balinese life, culture and people. An active tour but not rushed with enough downtime to feel relaxed. This trip allows you to see a lot of Bali that most tourists would never see, hidden gems of scenery and super friendly people. We were welcomed into the community and traditional ceremony preparations with such genuine hospitality. Had great fun and wonderful memories created. Srix, our leader made the trip special."
306,"I had an amazing time on this trip with a fantastic group of people. Our tour guide Wayan was absolutely wonderful, his love of Bali and his passion came across throughout the trip. He is a very special person who made the trip a great experience for everyone, he could not have done more for us. We got to see the ‘real Bali’ and were really immersed in the culture - it is a beautiful place. I would highly recommend the trip."
307,This was an amazing trip that really was a lot of fun to see a new part of the world.
308,"I would highly recommend this trip. Nine days is a perfect amount of time to explore Bali in a unique way. Lots of adventure, spiritual experiences, sensational food and a wonderful guide in Wayan. I travelled as a single traveller, I felt safe and cared for at all times. If in doubt; book it."
309,An unforgettable travel experience worth of a second or more visits
310,"An exceptionally enjoyable, fun, and exciting adventure in a tropical paradise. Tini surpassed my expectations as a reliable, helpful and organized leader. I cannot recommend too highly this trip, the organization, attention to safety requirements, concern for environmental issues and overall quality. I met some really lovely, well travelled and interesting fellow travelers. Looking forward to my next adventure with Intrepid, assured I will be in safe hands."
311,Please use comments in previous section!
312,This was one of the most special trips I have ever been on.
313,Beautiful Bali was a fantastic trip which really opened my eyes on the culture of Balinese people.
314,"This was a great trip with so much adventure shared with small group of likeminded travelers: starting from attending temples, having a breathtaking swing over the wonderful rice fields, snorkeling to observe a beauty of the undersea life, having lunch at the deer only island, hiking the volcano at 3 am in the morning to see the beauty of the sun rise, stopping by the water falls, testing local food and many more! The trip with lots of memories to cherish through the years!"
315,It was the first experience for me to travel to Bali and with a group. Guna was good tour guide with great hospitality. He was friendly and enthusiastic during the trip. He quickly answered any question from the group. Thanks Guna!
316,The Beautiful Bali trip with Yan as a trip leader was exceptional. I can not rate this trip highly enough and feel sorry for those that visit Bali with out this amazing experience.
317,The Beautiful Bali trip is amazing. There is so much more to see in Bali than the busy beaches and resorts. This trip truly lived up to its name. The people are just as beautiful as the itinerary.
318,This was an amazing trip. I saw a side of Bali that I wouldn't have seen if I had just followed the typical tourist routes. I am so glad I chose to do it.
319,Beautiful Bali was such an incredible trip. Great balance of activities and free time. A wonderful way to see the “true” Bali. If you’re thinking of booking this trip - just do it. Memories I’ll cherish forever
320,"It was unforgettable trip. I met many good friends and learner a lot about the culture, history and traditions of beautiful Bali. I very recommend this trip especially with group leader Palguna. Thank you Intrepid!"
321,Beautiful Bali was the best group tour I have ever done. We were so embraced by the locals and many experiences would not have been possible outside of this tour. Lena our guide was incredible and the accomodation was lovely. I cannot recommend this trip enough. Many lifetime memories made.
322,"This was my first time on an organised trip having always planned my trips myself and I was so impressed by the Beautiful Bali tour - the route, the activities, the accommodation and in particular our tour leader Andy Swandi"
323,A great introduction to Bali with all of the highlight stops covered by the tour. Our guide was fantastic! Would thoroughly recommend
324,Thanks for a great trip.
325,"This is a fast-paced trip that truly shows the beauty of Bali. I enjoyed every activity, even the quite difficult 3am hike up to Mount Batur - the view really is worth it! The snorkeling, rice fields, and culture are fantastic. The food was delicious and Balinese massages are the best!"
326,"Great tour, knowledgeable and friendly guide. Authentic food and cultural experiences, varied experiences and scenery with fun activities. A well organised company and our guide Pelguna looked after us well."
327,"This trip was 10/10. The perfect balance of action and relaxation. A great option if you’re travelling alone. I learned so much more about the customs and culture of Bali than I would have if travelling without a tour. A small group of max 12 adults meant that we all became very close and formed friendships that will carry on beyond the tour. Our tour leader Yan was passionate, approachable and generous with his extensive knowledge of Balinese culture. Even if you’ve been to Bali before, I promise this tour is a must do!!"
328,"Beautiful Bali was the perfect trip for a travel novice like me. Intrepid was so helpful with organising airport transfers and extra night’s accommodation. The trip was so much fun, balanced with local walks through the villages and exciting physical activities with knowledgeable guides. Loved it!"
329,"Amazing experience, a well planned out trip. Highly recommend"
330,This trip was a really good introduction for me to the balinese culture.
331,Review pending resolution of damaged baggage
332,"As a novice traveller, I can’t rate this trip highly enough. We were looked after beautifully by our group leader who guided us on local customs and the activities and pace of the itinerary worked well. Small group of 12 was lovely"
333,"I would recommend this trip to anyone. It allows you to use your time taking in all that is great in Bali without wasting time staring at your phone trying to organise your next stop. It incorporates the culture and gives a great insight into the lives of local people. It was great to meet new people in our group too and lots of fun was had. This trip was amazing and allows you to sit back and enjoy, every step."
334,"Beautiful Bali trip is a great way to see and learn about all aspects of Bali - the culture, the people, the environment , the food and the way of life. A very interesting country with a beautiful culture and ethos… Thank you to Corry, an excellent guide who made the trip so good."
335,"This is great tour of Bali, its beauty, and culture. It’s a more active trip but not the most demanding. Accommodations are not luxury but comfortable, most have aircon. If you book, ask for Tini as tour guide!"
336,"The tour beautiful Bali was just an amazing trip for me. I would highly recommend this tour, if you are intrested in the culture of Bali. The sunrisehike and the snorkling were my highlights, which I will never forget. If you have Tini as your guide, you will have a great time in Bali."
337,"Intrepid is a great tour provider for the informed traveller to cares about Responsible Tourism and their footprint on this world. I would recommend using this provider to anyone who wants a great, informed trip with lots of included activities and local experiences."
338,"Amazing trip, where you really get to know the true Bali culture? 10/10 recommend!"
339,"The entire tour was an absolutely fantastic experience! Our guide, Fidel Yuwono, made sure that we not only bonded like a family in no time, but also took great care of us by answering all our questions, assisting us throughout, and ensuring that we had not just a good time, but the absolute best one. Every place we visited was brimming with history, intricate details, and warm, friendly faces. We accomplished so much in such a short span of time, and we genuinely feel that without this tour, we wouldn't have been able to truly grasp the essence of Bali. We cherished every single minute of it!"
340,This was an amazing and unique tour with a lot of unforgettable moments. Thanks to our excell guide Fidel!!!
341,Had an amazing time in Bali with my group! Ell was an amazing tour guide! Very knowledgeable and friendly!
342,"I enjoyed an amazing trip with lots of fun activities. I liked, that we could have a look inside the ‚real bali‘ side. We met local people & they were so friendly. Everyone wants to help & show us their culture. Thank you!"
343,"Was a great trip, great exposure to the true non-touristic sides of Bali and local culture and lifestyle, but also nicely balanced with nice hotels equipped with pools and spas. We ate very well on the trip and our tour guide was super friendly and helpful! Thanks for great memories."
344,The Beautiful Bali trip is an excellent choice for those who want to see the main spots in Bali. It includes both relaxing and active activities. I really enjoyed the itinerary.
345,"This trip is a great way of seeing the real Bali away from the busy resort towns. The bike ride and mountain climb were a challenge for me but I enjoyed them. Snorkeling was beautiful and much better than I expected. Beautiful fish and we incredibly saw a whale shark. Comfortable rooms, great guide and safe driver. Stay for a couple of days at the end to relax at a pool."
346,“Beautiful Bali” was a great introduction to the more picturesque and less touristy parts of the island. It was helped by being with a great group of people who bonded quickly under the excellent guidance of Wayan.
347,Loved this trip. Our guide Wayan was an excellent source of information. The Mt Batur and snorkelling experiences were my favourite.
348,"This was my first ever solo trip and I was so nervous about it, but it turned out to be one of the best experiences of my life! The trip was absolutely amazing and covered all aspects of Bali, I feel like I discovered the ins and outs of this beautiful island, from beaches to villages, mountains, nature, cities, and my fave: the volcano hike at sunrise, it was absolutely breathtaking! I also enjoyed spending time with the locals and tasting their food! The group was lovely, our ages ranged from 20s to 60s but we all got along and had fun together, and shout out to our guide Vehad who was very helpful and nice! Highly recommended!"
349,"We had the best time on our Beautiful Bali trip! Our leader Vahed was excellent, the activities and local guides were amazing and the accomodation was great. Would highly recommend this tour and Intrepid in general!"
350,"It was my first group trip and I will definitely repeat. Everything has been fantastic, especially the leader."
351,It was a really good experience. You are in contact with local people and far of the touristic places. 100% recomend
